id,in_degree,out_degree,name,type,degree,strength
PRE_02805,0,2,五神汤,PRE,2,4
PRE_02530,0,2,蛤粉散,PRE,2,6
PRE_02628,0,2,真君妙贴散,PRE,2,6
PRE_02555,0,4,三黄洗剂,PRE,4,16
HER_02020,1,3,青黛,HER,4,10
HER_02077,2,2,马齿苋,HER,4,12
SYM_03921,4,0,红斑丘疹,SYM,4,12
PRE_02653,0,2,四物消风饮,PRE,2,4
PRE_02512,0,8,地黄丸,PRE,8,17
EFF_01385,1,0,养血祛风,EFF,1,2
HER_02171,0,1,橘核,HER,1,2
EFF_01343,6,0,理气活血,EFF,6,13
EFF_01376,9,0,通淋排石,EFF,9,18
EFF_01300,10,0,泻火解毒,EFF,10,24
EFF_01332,7,0,固冲调经,EFF,7,16
PRE_02640,0,6,两地汤,PRE,6,12
PRE_02988,0,6,苍附导痰丸,PRE,6,12
PRE_02658,0,8,归肾丸,PRE,8,16
EFF_01361,5,0,活血调经,EFF,5,10
HER_02157,0,1,淫羊藿,HER,1,2
HER_02113,1,0,茺蔚子,HER,1,2
HER_02108,0,1,桑寄生,HER,1,3
EFF_01309,10,0,养血调经,EFF,10,24
HER_02236,1,1,龟板,HER,2,4
PRE_02873,0,2,失笑散,PRE,2,4
HER_02043,2,0,川贝,HER,2,4
HER_02103,0,3,三七,HER,3,7
PRE_02619,0,4,当归补血汤,PRE,4,8
HER_02237,0,2,三七根,HER,2,4
PRE_02672,0,7,生化汤,PRE,7,14
SYM_03682,3,0,有痰,SYM,3,7
HER_02120,1,0,麝香,HER,1,2
EFF_01396,3,0,固涩止泻,EFF,3,6
PRE_02740,0,4,温土毓麟汤,PRE,4,8
EFF_01449,1,0,补益脾肾,EFF,1,2
HER_02118,1,2,首乌,HER,3,6
PRE_02701,0,5,参苏饮,PRE,5,10
EFF_01395,3,0,和营退热,EFF,3,6
EFF_01374,7,0,调补冲任,EFF,7,14
HER_02155,2,0,桂附,HER,2,4
PRE_02931,0,6,清热泻脾散,PRE,6,12
HER_02209,2,0,灯心草,HER,2,4
PRE_02956,0,8,甘露消毒丹,PRE,8,16
SYM_03501,31,0,口疮,SYM,31,80
HER_02067,2,7,马勃,HER,9,24
SYM_03864,5,0,苔厚腻,SYM,5,10
PRE_02583,0,6,三解散,PRE,6,12
HER_02167,2,0,姜枣,HER,2,4
HER_02048,3,0,牛蒡,HER,3,7
PRE_02534,0,5,百解散,PRE,5,10
PRE_02527,0,1,异功散,PRE,1,3
HER_02006,1,0,五味,HER,1,3
PRE_02814,0,19,会厌逐瘀汤,PRE,19,38
EFF_01330,25,0,利咽散结,EFF,25,61
HER_02091,3,9,南星,HER,12,26
PRE_02542,0,30,清咽利膈汤,PRE,30,65
HER_02151,1,5,山豆根,HER,6,14
SYM_04596,21,0,喉核表面有脓,SYM,21,42
EFF_01414,20,0,清泻肺胃,EFF,20,40
HER_02188,0,1,银翘,HER,1,2
HER_02208,1,0,海浮石,HER,1,2
HER_02207,1,0,浮石,HER,1,2
PRE_02568,0,8,八仙散,PRE,8,20
HER_02076,1,0,薄荷叶,HER,1,2
PRE_02523,0,3,醒脾散,PRE,3,8
HER_02181,1,1,紫苏叶,HER,2,4
PRE_02850,0,2,参附龙牡救逆汤,PRE,2,4
HER_02090,1,2,三棱,HER,3,6
PRE_03017,0,2,软金丸,PRE,2,4
PRE_02584,0,3,乌犀丸,PRE,3,8
PRE_02629,0,2,紫金丸,PRE,2,4
PRE_02714,0,1,夺命散,PRE,1,2
PRE_02655,0,1,天竺黄散,PRE,1,2
EFF_01418,10,0,清补脾,EFF,10,20
PRE_02685,0,1,鼻疳散,PRE,1,2
PRE_03002,0,1,蒋氏化毒丹,PRE,1,2
PRE_02936,0,1,清金散,PRE,1,2
PRE_02546,0,2,肥儿丸,PRE,2,4
HER_02098,1,1,芦荟,HER,2,4
HER_02166,0,3,墨旱莲,HER,3,6
SYM_03517,21,0,便血,SYM,21,51
HER_02246,0,2,地榆,HER,2,4
PRE_02725,0,1,星香全蝎散,PRE,1,2
PRE_02702,0,1,四圣散,PRE,1,2
CAU_00125,0,1,神昏,CAU,1,2
SYM_03731,7,0,咽喉肿痛,SYM,7,14
HER_02106,0,5,天竺黄,HER,5,10
SYM_03704,6,0,大便稀薄,SYM,6,13
HER_02129,0,1,琥珀,HER,1,2
EFF_01294,12,0,化瘀,EFF,12,27
HER_02148,1,3,决明子,HER,4,8
PRE_02610,0,3,丹栀逍遥散,PRE,3,6
EFF_01277,13,0,化痰,EFF,13,29
EFF_01364,11,0,清气凉营,EFF,11,22
PRE_02594,0,23,清瘟败毒饮,PRE,23,57
EFF_01350,4,0,养血润燥,EFF,4,9
EFF_01370,3,0,疏风散邪,EFF,3,6
EFF_01384,1,0,养血息风,EFF,1,2
HER_02092,1,0,归尾,HER,1,4
HER_02206,1,0,河车,HER,1,3
HER_02254,1,0,山甲,HER,1,2
HER_02294,1,0,角刺,HER,1,2
HER_02132,1,3,百部,HER,4,8
HER_02100,1,5,蝉衣,HER,6,13
EFF_01430,8,0,疏散风寒,EFF,8,16
SYM_05037,7,0,胸胁不舒,SYM,7,14
EFF_01360,1,0,泻热通腑,EFF,1,2
PRE_02592,0,1,泻肝散,PRE,1,2
HER_02054,0,1,僵蚕,HER,1,2
PRE_02924,0,7,洗肝散,PRE,7,14
PRE_02894,0,2,平肝清火汤,PRE,2,4
CAU_00061,0,2,内伤,CAU,2,4
SYM_03775,3,0,面肿,SYM,3,6
HER_02057,0,2,桑皮,HER,2,4
CAU_00129,0,5,肾阳虚,CAU,5,10
SYM_04829,1,0,水泛为痰,SYM,1,2
CAU_00323,0,1,肺经火郁气分,CAU,1,2
SYM_03648,5,0,喘嗽,SYM,5,10
CAU_00175,0,1,外寒郁遏肺火,CAU,1,2
CAU_00001,0,225,脉细数,CAU,225,1149
SYM_04021,2,0,舌质红少苔,SYM,2,4
SYM_03950,1,0,午后潮热,SYM,1,3
SYM_03521,6,0,口干咽燥,SYM,6,18
CAU_00121,0,2,水气,CAU,2,4
SYM_03789,2,0,四肢沉重,SYM,2,7
CAU_00043,0,1,肺虚,CAU,1,2
SYM_04598,1,0,喉燥,SYM,1,2
CAU_00134,0,1,脉紧,CAU,1,2
SYM_03777,2,0,鼻流清涕,SYM,2,6
SYM_03708,3,0,感风,SYM,3,7
SYM_03839,8,0,大枣,SYM,8,18
CAU_00319,0,1,肺寒,CAU,1,2
SYM_03483,12,0,无汗,SYM,12,34
CAU_00003,0,142,脉滑数,CAU,142,725
SYM_03488,10,0,便干,SYM,10,46
SYM_03484,7,0,舌苔黄,SYM,7,27
SYM_03586,4,0,黄腻,SYM,4,13
CAU_00357,0,1,脉沉细虚,CAU,1,2
CAU_00052,0,22,结代,CAU,22,68
CAU_00135,0,10,脉象虚数,CAU,10,32
SYM_04133,2,0,痰中带有血丝,SYM,2,6
SYM_04166,2,0,舌红质干,SYM,2,6
SYM_03955,1,0,咳吐浊唾涎沫,SYM,1,3
SYM_03469,8,0,潮热,SYM,8,40
SYM_04066,2,0,咳声不扬,SYM,2,6
SYM_04136,2,0,皮毛干枯,SYM,2,6
SYM_03499,8,0,形体消瘦,SYM,8,22
SYM_03956,1,0,咽干而燥,SYM,1,3
CAU_00334,0,8,肾阴亏损,CAU,8,16
CAU_00184,0,3,心阴不足,CAU,3,6
CAU_00131,0,15,脉弦滑或滑数,CAU,15,36
CAU_00051,0,26,脉沉细无力,CAU,26,70
CAU_00111,0,19,脉沉细或涩,CAU,19,39
SYM_04509,1,0,口唇爪甲紫暗,SYM,1,2
SYM_03594,5,0,舌质暗,SYM,5,15
SYM_03691,8,0,肌肤甲错,SYM,8,25
SYM_03531,4,0,干咳,SYM,4,14
CAU_00049,0,7,肺热,CAU,7,14
SYM_03941,3,0,鼻出血,SYM,3,6
SYM_04194,5,0,鼻腔干燥,SYM,5,10
CAU_00154,0,2,肝火偏旺,CAU,2,4
CAU_00031,0,10,胃热,CAU,10,28
CAU_00352,0,7,脉数或浮数,CAU,7,14
SYM_04037,3,0,鼻中出血,SYM,3,6
SYM_05236,2,0,鼻塞涕黄,SYM,2,4
CAU_00203,0,7,肺经风热,CAU,7,14
CAU_00004,0,119,脉弦数,CAU,119,524
SYM_04193,2,0,鼻粘膜色深红,SYM,2,6
SYM_03724,2,0,面红目赤,SYM,2,5
SYM_03520,11,0,头晕耳鸣,SYM,11,42
CAU_00159,0,10,胸胁苦满,CAU,10,21
CAU_00260,0,13,心火亢盛,CAU,13,26
SYM_04441,2,0,鼻粘膜红赤,SYM,2,5
SYM_03575,4,0,舌尖红,SYM,4,15
SYM_04195,2,0,鼻血外涌,SYM,2,5
SYM_03695,3,0,血色鲜红,SYM,3,10
SYM_03447,11,0,面赤,SYM,11,39
CAU_00007,0,91,脉数,CAU,91,427
SYM_03655,4,0,头晕眼花,SYM,4,10
SYM_04192,2,0,鼻粘膜色淡红而干嫩,SYM,2,5
CAU_00029,0,32,肾阴虚,CAU,32,113
SYM_03509,8,0,舌质紫暗,SYM,8,32
SYM_04621,1,0,声低气短,SYM,1,2
SYM_04510,1,0,口唇爪甲紫绀,SYM,1,2
SYM_04294,1,0,持续喘哮,SYM,1,2
CAU_00002,0,185,脉沉细,CAU,185,950
SYM_03603,2,0,腰酸腿软,SYM,2,13
SYM_05061,1,0,脑转,SYM,1,2
SYM_04148,3,0,耐劳累,SYM,3,6
SYM_03650,2,0,喷嚏,SYM,2,5
SYM_03959,2,0,喉中哮鸣有声,SYM,2,5
SYM_03491,8,0,身痛,SYM,8,20
SYM_04183,1,0,面色晦滞,SYM,1,2
SYM_03555,4,0,苔白滑,SYM,4,15
CAU_00210,0,1,胸膈烦闷,CAU,1,2
SYM_03675,3,0,面红,SYM,3,9
SYM_04103,2,0,怕风,SYM,2,4
SYM_03872,3,0,食少便溏,SYM,3,7
SYM_04305,1,0,气短声低,SYM,1,2
CAU_00346,0,7,脉弦紧或浮紧,CAU,7,14
SYM_03785,3,0,呼吸急促,SYM,3,6
SYM_05188,1,0,面色青晦,SYM,1,2
SYM_04115,1,0,易咯,SYM,1,2
CAU_00056,0,24,脉滑实,CAU,24,58
SYM_05111,1,0,舌苔厚浊,SYM,1,2
SYM_04405,1,0,色青黯,SYM,1,2
SYM_03649,1,0,喘急,SYM,1,2
SYM_04250,1,0,声如拽锯,SYM,1,2
SYM_03445,19,0,汗出,SYM,19,64
SYM_03459,14,0,畏寒,SYM,14,52
SYM_03899,2,0,心慌,SYM,2,4
SYM_04937,1,0,短气息促,SYM,1,2
SYM_04398,1,0,舌苔淡白,SYM,1,2
SYM_04534,1,0,吸气不利,SYM,1,2
CAU_00078,0,14,脉弦紧,CAU,14,31
SYM_04074,2,0,大便偏干,SYM,2,4
SYM_04896,1,0,痰黏色黄,SYM,1,2
SYM_05095,1,0,舌尖边红,SYM,1,2
SYM_03732,1,0,喘咳,SYM,1,2
SYM_03792,4,0,声低,SYM,4,8
CAU_00345,0,9,脉弦滑或沉细,CAU,9,18
SYM_03875,2,0,下肢浮肿,SYM,2,5
SYM_04022,1,0,苔滑,SYM,1,2
SYM_05049,1,0,胸闷痞满,SYM,1,2
SYM_03585,5,0,食少纳呆,SYM,5,16
CAU_00039,0,40,脉细弦,CAU,40,114
PRE_02828,0,1,养荣汤,PRE,1,2
SYM_03670,2,0,胸闷气短,SYM,2,4
CAU_00354,0,3,脉沉无力,CAU,3,6
CAU_00188,0,2,气虚血瘀,CAU,2,5
SYM_03493,6,0,烦躁不安,SYM,6,26
SYM_03529,6,0,四肢厥冷,SYM,6,15
PRE_02744,0,1,点汤盐,PRE,1,3
PRE_02723,0,1,控涎丹,PRE,1,3
CAU_00342,0,4,脉伏或沉弦,CAU,4,8
SYM_04221,1,0,呼吸气粗,SYM,1,2
SYM_04513,1,0,口噤握拳,SYM,1,2
HER_02212,0,1,甘麦,HER,1,3
CAU_00006,0,86,脉沉,CAU,86,314
SYM_05157,1,0,足蜷卧,SYM,1,2
SYM_04573,1,0,唇口青,SYM,1,2
CAU_00340,0,1,脉乍紧者,CAU,1,2
SYM_03844,1,0,手足厥冷,SYM,1,2
CAU_00019,0,55,脉弦滑,CAU,55,162
SYM_03681,4,0,形体肥胖,SYM,4,14
SYM_04132,1,0,痛引肩背,SYM,1,2
SYM_05116,1,0,舌苔浊腻,SYM,1,2
SYM_05007,1,0,肢体沉重,SYM,1,2
SYM_03440,20,0,气短,SYM,20,85
SYM_04548,1,0,咯稀白痰,SYM,1,2
SYM_05024,1,0,胃痞胀满,SYM,1,2
SYM_04007,2,0,胃脘隐痛,SYM,2,4
SYM_03683,3,0,欲不振,SYM,3,6
SYM_04247,1,0,嗳气反流,SYM,1,2
CAU_00000,0,154,脉弦,CAU,154,672
SYM_03516,8,0,脘腹胀满,SYM,8,24
SYM_03481,6,0,嗳气,SYM,6,31
SYM_04499,1,0,反流,SYM,1,2
SYM_03615,3,0,吞咽困难,SYM,3,8
CAU_00038,0,25,脉涩,CAU,25,64
SYM_03952,1,0,反酸,SYM,1,2
SYM_04128,1,0,烧心,SYM,1,2
SYM_04256,1,0,大便溏泻,SYM,1,2
SYM_04046,2,0,两胁胀满,SYM,2,4
SYM_03525,6,0,舌质淡红,SYM,6,22
SYM_03452,17,0,苔少,SYM,17,87
SYM_03834,2,0,嗳腐吞酸,SYM,2,4
SYM_03879,1,0,吐酸,SYM,1,2
SYM_03880,2,0,周身酸楚,SYM,2,5
SYM_03986,2,0,生姜,SYM,2,4
CAU_00011,0,98,脉濡,CAU,98,360
SYM_03729,1,0,厌食,SYM,1,3
HER_02165,0,1,吴茱,HER,1,2
HER_02085,0,1,萸,HER,1,2
CAU_00079,0,4,脉微,CAU,4,8
SYM_03443,15,0,呕吐,SYM,15,49
CAU_00215,0,1,脉必洪数,CAU,1,2
CAU_00030,0,47,脉细涩,CAU,47,127
SYM_04636,1,0,大便坚如羊屎,SYM,1,2
SYM_04184,1,0,面色暗黑,SYM,1,2
SYM_04526,1,0,吐出物如赤豆汁,SYM,1,2
SYM_04533,1,0,吞咽梗阻,SYM,1,2
SYM_04990,1,0,肌肤枯燥,SYM,1,2
SYM_03940,2,0,食入即吐,SYM,2,4
SYM_03972,1,0,形寒气短,SYM,1,2
SYM_03819,1,0,足肿,SYM,1,2
SYM_04308,1,0,泛吐清涎,SYM,1,2
SYM_03584,4,0,面浮,SYM,4,11
SYM_05044,1,0,胸膈痞满,SYM,1,2
SYM_04644,1,0,大便艰涩,SYM,1,2
SYM_05211,1,0,食道梗塞不舒,SYM,1,2
HER_02217,1,0,童便,HER,1,2
SYM_03659,3,0,恶食,SYM,3,8
SYM_04397,1,0,舌苔垢腻,SYM,1,3
SYM_04292,1,0,手足冷,SYM,1,2
CAU_00014,0,84,脉滑,CAU,84,249
SYM_04309,1,0,泻下急迫,SYM,1,2
SYM_03505,6,0,烦热,SYM,6,16
SYM_04151,1,0,肛门灼热,SYM,1,2
SYM_04839,1,0,泻如水注,SYM,1,2
SYM_04311,1,0,泻而不爽,SYM,1,2
SYM_04953,1,0,粪便臭如败卵,SYM,1,2
SYM_04610,1,0,嗳腐酸臭,SYM,1,2
SYM_05113,1,0,舌苔垢浊或厚腻,SYM,1,2
SYM_03490,9,0,肠鸣,SYM,9,24
SYM_03611,4,0,肢倦,SYM,4,10
SYM_03734,5,0,完谷不化,SYM,5,11
SYM_05090,1,0,腹部冷痛,SYM,1,2
SYM_03621,1,0,腹泻,SYM,1,4
SYM_03835,2,0,四肢倦怠,SYM,2,5
SYM_03643,5,0,边有齿痕,SYM,5,11
SYM_04169,1,0,舌边红,SYM,1,4
SYM_03631,6,0,泻后痛减,SYM,6,14
SYM_03504,6,0,烦渴,SYM,6,13
SYM_03735,3,0,小便短黄,SYM,3,8
CAU_00362,0,3,脉虚而细,CAU,3,6
SYM_04120,1,0,泄利不止,SYM,1,2
SYM_04056,1,0,口淡乏味,SYM,1,3
CAU_00369,0,1,脉象濡弱,CAU,1,2
CAU_00367,0,6,脉象沉伏,CAU,6,12
SYM_04823,1,0,欲泻不得泻,SYM,1,2
SYM_05078,1,0,腹中纹痛,SYM,1,2
SYM_05189,1,0,面色青苍,SYM,1,2
SYM_04822,1,0,欲吐不得吐,SYM,1,2
SYM_04798,1,0,昏迷痉厥,SYM,1,2
SYM_04885,1,0,痢下鲜紫脓血,SYM,1,2
SYM_03571,3,0,吐血,SYM,3,8
CAU_00005,0,134,脉细,CAU,134,519
SYM_03866,2,0,血色淡红,SYM,2,5
SYM_04057,5,0,口燥龈糜,SYM,5,12
CAU_00208,0,1,胃中虚火,CAU,1,2
HER_02158,1,2,甘露,HER,3,7
EFF_01386,2,0,兼滋其阴,EFF,2,4
CAU_00022,0,56,脉洪数,CAU,56,190
CAU_00130,0,1,胃火内炽,CAU,1,2
SYM_03910,1,0,渴不欲饮,SYM,1,2
CAU_00257,0,5,弦细数,CAU,5,10
SYM_03498,7,0,高热,SYM,7,25
SYM_03753,2,0,口淡不渴,SYM,2,5
SYM_04028,2,0,身目发黄,SYM,2,4
SYM_04635,1,0,大便呈陶土色,SYM,1,2
SYM_03580,6,0,怕冷,SYM,6,17
SYM_04695,1,0,小便色赤,SYM,1,2
SYM_03551,10,0,面色晦暗,SYM,10,28
SYM_04006,1,0,胁肋隐痛,SYM,1,2
SYM_03645,1,0,饮食减少,SYM,1,2
SYM_04502,1,0,口中干苦,SYM,1,2
SYM_04155,2,0,胁下结块,SYM,2,4
SYM_03769,3,0,胸胁胀闷,SYM,3,8
CAU_00034,0,22,脾肾,CAU,22,55
SYM_04987,2,0,肌肉瘦削,SYM,2,4
SYM_04207,2,0,光剥无苔,SYM,2,4
CAU_00075,0,18,弦细,CAU,18,38
SYM_05065,1,0,脘胁胀闷不适,SYM,1,2
SYM_03918,1,0,眼干涩,SYM,1,2
SYM_03532,5,0,恶心,SYM,5,13
SYM_03917,1,0,目黄,SYM,1,2
SYM_03554,8,0,脘闷,SYM,8,21
SYM_04606,1,0,喜太息,SYM,1,2
SYM_04078,1,0,大便色黑,SYM,1,2
CAU_00032,0,40,脉缓,CAU,40,131
SYM_04356,1,0,精神困倦,SYM,1,3
SYM_04083,1,0,小便少,SYM,1,3
SYM_04011,1,0,脘腹痞胀,SYM,1,3
SYM_03604,7,0,舌紫暗,SYM,7,15
CAU_00042,0,42,细涩,CAU,42,95
SYM_03644,4,0,遗精,SYM,4,10
SYM_04748,2,0,性欲亢进,SYM,2,4
CAU_00193,0,11,细弦数,CAU,11,23
CAU_00109,0,4,脉大,CAU,4,8
CAU_00348,0,2,脉必弦微,CAU,2,4
SYM_03500,10,0,眩,SYM,10,23
SYM_03522,4,0,痰涎,SYM,4,10
SYM_04767,1,0,手足重滞,SYM,1,2
SYM_03829,3,0,口眼歪斜,SYM,3,6
SYM_03556,6,0,有汗,SYM,6,17
SYM_03568,8,0,肢体麻木,SYM,8,18
SYM_03746,3,0,舌暗,SYM,3,8
SYM_03697,4,0,不省人事,SYM,4,8
SYM_05102,1,0,舌痿,SYM,1,2
SYM_04914,1,0,目合口张,SYM,1,2
SYM_05242,1,0,鼻鼾息微,SYM,1,2
SYM_05008,1,0,肢体软瘫,SYM,1,2
CAU_00162,0,2,脉沉滑,CAU,2,6
SYM_05009,1,0,肢体颤抖,SYM,1,2
SYM_03995,2,0,眼球运动障碍,SYM,2,4
SYM_03996,2,0,眼胀涩,SYM,2,4
SYM_03730,3,0,双眼突出,SYM,3,8
SYM_04433,1,0,颈前肿大,SYM,1,2
SYM_03573,3,0,神昏谵语,SYM,3,12
SYM_03855,2,0,胁肋胀痛,SYM,2,4
CAU_00365,0,2,脉象举按俱弦,CAU,2,4
SYM_05216,1,0,饮食并减,SYM,1,2
SYM_05162,1,0,身体肿胀,SYM,1,2
SYM_04616,1,0,四肢及全身皆肿,SYM,1,2
SYM_03851,1,0,眼睑浮肿,SYM,1,2
SYM_03915,1,0,皮肤光亮,SYM,1,3
SYM_03576,4,0,血尿,SYM,4,11
SYM_03968,1,0,尿色淡红,SYM,1,4
SYM_03616,3,0,小便频数,SYM,3,8
SYM_04694,1,0,小便艰涩,SYM,1,2
CAU_00144,0,2,内生虚热,CAU,2,4
SYM_03909,3,0,淋沥不已,SYM,3,6
SYM_04049,2,0,余沥难尽,SYM,2,6
SYM_04093,2,0,尿频涩滞,SYM,2,6
PRE_02590,0,1,威喜丸,PRE,1,2
PRE_02560,0,1,妙香散,PRE,1,2
SYM_04408,1,0,血液血块,SYM,1,2
SYM_04275,1,0,尿道热涩疼痛,SYM,1,2
SYM_04091,1,0,尿时阻塞不畅,SYM,1,4
SYM_03794,1,0,小便浑浊,SYM,1,6
SYM_03739,3,0,消瘦,SYM,3,10
SYM_05184,1,0,面色枯白,SYM,1,2
SYM_03589,6,0,大便稀溏,SYM,6,12
SYM_03705,5,0,小腹坠胀,SYM,5,10
SYM_04705,1,0,尿中带血,SYM,1,2
SYM_03592,5,0,精神萎靡,SYM,5,16
SYM_03756,1,0,尿浊,SYM,1,3
SYM_03881,1,0,咽喉干,SYM,1,2
SYM_03962,1,0,大便不畅,SYM,1,2
SYM_03733,2,0,大便不实,SYM,2,4
SYM_03602,4,0,腰痛,SYM,4,9
SYM_05123,1,0,舌质紫绛,SYM,1,2
SYM_04712,1,0,尿点滴难出,SYM,1,2
SYM_03599,2,0,气急,SYM,2,5
CAU_00044,0,6,内热,CAU,6,14
SYM_03626,2,0,喘促,SYM,2,6
SYM_03671,2,0,舌体胖大,SYM,2,9
SYM_03830,1,0,吐涎沫,SYM,1,3
SYM_03672,3,0,苔白润,SYM,3,7
SYM_03665,2,0,短气,SYM,2,4
HER_02013,2,2,苓,HER,4,8
SYM_05034,11,0,胸前胀满,SYM,11,22
SYM_03750,6,0,面色黧黑,SYM,6,16
SYM_03741,2,0,皮肤干燥,SYM,2,8
SYM_03723,2,0,阳痿,SYM,2,9
SYM_03969,2,0,尿频尿急,SYM,2,4
SYM_03627,5,0,夜尿频多,SYM,5,16
SYM_03719,3,0,视物模糊,SYM,3,9
SYM_04790,1,0,时欲小便,SYM,1,2
SYM_03512,10,0,倦怠,SYM,10,28
SYM_04062,1,0,呆钝少言,SYM,1,2
SYM_04092,1,0,尿清,SYM,1,2
SYM_03558,2,0,泄,SYM,2,5
SYM_03562,1,0,腹满,SYM,1,2
SYM_04288,1,0,恼怒,SYM,1,2
SYM_05079,1,0,腹中雷鸣,SYM,1,2
SYM_03861,2,0,舌胖质暗,SYM,2,5
SYM_03716,3,0,背痛,SYM,3,7
SYM_03804,1,0,牙龈出血,SYM,1,2
SYM_05092,1,0,舌下络脉青紫,SYM,1,2
SYM_05187,1,0,面色红赤,SYM,1,2
PRE_03025,0,3,金花汤,PRE,3,6
EFF_01434,6,0,益气健脾,EFF,6,12
SYM_05013,1,0,肢重怠惰,SYM,1,2
SYM_04131,1,0,疲乏无力,SYM,1,3
SYM_03563,5,0,月经不调,SYM,5,17
SYM_03485,7,0,闭经,SYM,7,19
SYM_03743,2,0,肢体困重,SYM,2,5
CAU_00128,0,1,肾亏,CAU,1,2
SYM_03942,1,0,鼻塞流涕,SYM,1,3
SYM_03489,5,0,壮热,SYM,5,17
SYM_03435,8,0,寒热,SYM,8,26
SYM_03495,9,0,咽痛,SYM,9,25
SYM_03519,12,0,多汗,SYM,12,30
SYM_03593,1,0,胸满,SYM,1,2
SYM_05039,1,0,胸脘痞满,SYM,1,2
SYM_03776,2,0,面色淡黄,SYM,2,4
CAU_00041,0,18,脉虚,CAU,18,49
CAU_00063,0,12,脉洪,CAU,12,25
SYM_04085,2,0,小便短,SYM,2,4
SYM_03892,3,0,大便闭,SYM,3,6
SYM_04099,2,0,得水则呕,SYM,2,4
SYM_03685,1,0,牙关紧闭,SYM,1,2
SYM_03677,2,0,夜寐不安,SYM,2,4
SYM_03766,2,0,肢厥,SYM,2,5
HER_02136,2,2,萆,HER,4,8
SYM_03889,1,0,四肢困倦,SYM,1,2
HER_02153,0,2,广皮,HER,2,4
SYM_03617,2,0,干呕,SYM,2,4
CAU_00164,0,4,脉象沉数,CAU,4,8
CAU_00221,0,4,脉象模糊,CAU,4,8
SYM_03548,6,0,舌白,SYM,6,12
SYM_03660,2,0,无苔,SYM,2,10
SYM_04233,1,0,唇淡,SYM,1,2
SYM_04550,1,0,咳呛不爽,SYM,1,2
SYM_04702,1,0,小溲赤涩,SYM,1,2
SYM_05014,1,0,肤冷,SYM,1,2
SYM_04998,1,0,肛门热痛,SYM,1,2
SYM_05084,1,0,腹时痛,SYM,1,2
CAU_00344,0,2,脉左关弦数,CAU,2,4
SYM_04536,1,0,呕酸水,SYM,1,2
SYM_03748,1,0,舌赤,SYM,1,2
SYM_05174,1,0,阵发性脐腹剧烈疼痛,SYM,1,2
SYM_05190,1,0,面色黄滞,SYM,1,2
SYM_04483,1,0,便下蛔虫,SYM,1,2
SYM_05025,1,0,胃脘嘈杂,SYM,1,2
SYM_05132,1,0,色苍老,SYM,1,2
SYM_04747,1,0,性器官发育不全,SYM,1,2
SYM_04401,1,0,舌质绛,SYM,1,2
SYM_05133,1,0,苔光剥,SYM,1,2
SYM_04713,1,0,尿短赤,SYM,1,2
SYM_05206,1,0,食后胀甚,SYM,1,2
SYM_04162,1,0,腹大如鼓,SYM,1,2
SYM_04981,1,0,耳中肿胀,SYM,1,2
SYM_03754,1,0,咯吐脓血,SYM,1,2
SYM_03820,1,0,身皮甲错,SYM,1,2
CAU_00202,0,1,肺气亏虚,CAU,1,2
SYM_03572,2,0,气喘,SYM,2,4
CAU_00166,0,1,脉迟紧,CAU,1,2
CAU_00353,0,2,脉来弦硬,CAU,2,4
SYM_04352,1,0,神识昏蒙,SYM,1,2
HER_02177,1,0,竹沥,HER,1,2
SYM_03607,7,0,呼吸困难,SYM,7,14
CAU_00165,0,2,脉象细数,CAU,2,4
CAU_00152,0,2,火毒炽盛,CAU,2,4
CAU_00157,0,5,肝郁脾虚,CAU,5,10
SYM_03610,1,0,瘿,SYM,1,2
SYM_04449,1,0,下肢沉着,SYM,1,2
SYM_04752,1,0,情绪易于激动,SYM,1,2
SYM_04434,1,0,颈部肿块,SYM,1,2
SYM_04190,1,0,骨瘤,SYM,1,2
EFF_01437,1,0,祛风燥湿,EFF,1,2
EFF_01288,1,0,解毒,EFF,1,2
CAU_00312,0,1,肝胆湿热,CAU,1,2
PRE_03044,0,2,青黛散油膏,PRE,2,4
SYM_03511,6,0,血虚,SYM,6,16
CAU_00098,0,6,肝旺,CAU,6,14
CAU_00237,0,2,风燥,CAU,2,4
SYM_04906,1,0,皮疹暗红,SYM,1,2
SYM_04825,1,0,毛发稀疏枯槁,SYM,1,2
SYM_03824,1,0,关节肌肉疼痛,SYM,1,2
SYM_03710,1,0,月经量少,SYM,1,5
SYM_03922,1,0,红蝴蝶疮,SYM,1,2
SYM_03687,4,0,皮肤紫斑,SYM,4,9
SYM_04911,1,0,皮肤萎缩,SYM,1,2
SYM_04082,1,0,小便不畅,SYM,1,2
SYM_03662,6,0,有瘀斑,SYM,6,18
CAU_00147,0,1,毒盛,CAU,1,2
SYM_03581,2,0,溃疡,SYM,2,5
CAU_00403,0,3,风伤肠络,CAU,3,6
SYM_04075,2,0,大便带血,SYM,2,5
SYM_03596,1,0,不寐,SYM,1,5
SYM_04994,1,0,肛周有溃口,SYM,1,2
SYM_03699,1,0,丘疹,SYM,1,2
SYM_04014,1,0,自觉瘙痒,SYM,1,2
SYM_04137,3,0,皮肤增厚,SYM,3,6
SYM_03895,2,0,尿急,SYM,2,4
SYM_03706,2,0,尿频,SYM,2,4
SYM_03795,2,0,尿痛,SYM,2,4
SYM_04688,1,0,小便浑赤,SYM,1,2
SYM_05077,1,0,腰腹隐痛,SYM,1,2
SYM_03630,2,0,水疱,SYM,2,6
